JFS Filespace %Used ubuntu,/,/dev,/run,/snap/core20/2186,/snap/core20/2267,/snap/snapd/21185,/snap/snapd/21467,/snap/sublime-text/138
2024-05-11 19:39:16,89.1,0.0,0.4,100.0,100.0,100.0,100.0,100.0
2024-05-11 19:39:17,89.1,0.0,0.4,100.0,100.0,100.0,100.0,100.0
2024-05-11 19:39:18,89.1,0.0,0.4,100.0,100.0,100.0,100.0,100.0
2024-05-11 19:39:19,89.1,0.0,0.4,100.0,100.0,100.0,100.0,100.0
2024-05-11 19:39:20,89.1,0.0,0.4,100.0,100.0,100.0,100.0,100.0
2024-05-11 19:39:21,89.1,0.0,0.4,100.0,100.0,100.0,100.0,100.0
2024-05-11 19:39:22,89.1,0.0,0.4,100.0,100.0,100.0,100.0,100.0
2024-05-11 19:39:23,89.1,0.0,0.4,100.0,100.0,100.0,100.0,100.0
2024-05-11 19:39:24,89.1,0.0,0.4,100.0,100.0,100.0,100.0,100.0
2024-05-11 19:39:25,89.1,0.0,0.4,100.0,100.0,100.0,100.0,100.0
2024-05-11 19:39:26,89.1,0.0,0.4,100.0,100.0,100.0,100.0,100.0
2024-05-11 19:39:27,89.1,0.0,0.4,100.0,100.0,100.0,100.0,100.0
2024-05-11 19:39:28,89.1,0.0,0.4,100.0,100.0,100.0,100.0,100.0
2024-05-11 19:39:29,89.1,0.0,0.4,100.0,100.0,100.0,100.0,100.0
2024-05-11 19:39:30,89.1,0.0,0.4,100.0,100.0,100.0,100.0,100.0
2024-05-11 19:39:31,89.1,0.0,0.4,100.0,100.0,100.0,100.0,100.0
2024-05-11 19:39:32,89.1,0.0,0.4,100.0,100.0,100.0,100.0,100.0
2024-05-11 19:39:33,89.1,0.0,0.4,100.0,100.0,100.0,100.0,100.0
2024-05-11 19:39:34,89.1,0.0,0.4,100.0,100.0,100.0,100.0,100.0
2024-05-11 19:39:35,89.1,0.0,0.4,100.0,100.0,100.0,100.0,100.0
2024-05-11 19:39:36,89.1,0.0,0.4,100.0,100.0,100.0,100.0,100.0
2024-05-11 19:39:37,89.1,0.0,0.4,100.0,100.0,100.0,100.0,100.0
2024-05-11 19:39:38,89.1,0.0,0.4,100.0,100.0,100.0,100.0,100.0
2024-05-11 19:39:39,89.1,0.0,0.4,100.0,100.0,100.0,100.0,100.0
2024-05-11 19:39:40,89.1,0.0,0.4,100.0,100.0,100.0,100.0,100.0
